date,pm25,pm10,no2,so2,co,o3,month,dayofweek,is_winter,pm25_lag1,pm25_lag7,pm25_lag14,pm25_roll3,pm25_roll7,pm25_roll14,pm25_std7,pm10_roll7,no2_roll7,so2_roll7,co_roll7,o3_roll7,pm25_tomorrow,unsafe_tomorrow,isoforest_flag,ocsvm_flag,is_high_pm25
2018-09-10,84.0,60.0,7.0,9.0,6.0,21.0,9,0,0,134.0,138.0,67.0,118.33333333333333,122.14285714285714,122.07142857142857,21.318447187270873,67.71428571428571,8.714285714285714,6.571428571428571,7.571428571428571,26.857142857142858,131.0,0,1,1,0
2018-09-11,131.0,57.0,4.0,7.0,5.0,16.0,9,1,0,84.0,120.0,72.0,116.33333333333333,123.71428571428571,126.28571428571429,21.538448456307744,64.0,6.571428571428571,6.571428571428571,6.857142857142857,14.857142857142858,80.0,0,1,1,0
2018-09-12,80.0,70.0,7.0,10.0,3.0,9.0,9,2,0,131.0,148.0,89.0,98.33333333333333,114.0,125.64285714285714,23.95829710142782,64.14285714285714,6.571428571428571,7.285714285714286,6.285714285714286,14.857142857142858,82.0,0,1,-1,0
2018-09-13,82.0,69.0,12.0,5.0,3.0,12.0,9,3,0,80.0,107.0,217.0,97.66666666666667,110.42857142857143,116.0,26.86296795998797,62.142857142857146,7.428571428571429,7.142857142857143,5.571428571428571,14.428571428571429,80.0,0,1,1,0
2018-09-14,80.0,68.0,17.0,10.0,3.0,12.0,9,4,0,82.0,125.0,108.0,80.66666666666667,104.0,114.0,28.148416178066572,62.57142857142857,8.571428571428571,7.571428571428571,4.714285714285714,13.428571428571429,86.0,0,1,1,0
2018-09-15,86.0,78.0,18.0,7.0,4.0,11.0,9,5,0,80.0,137.0,118.0,82.66666666666667,96.71428571428571,111.71428571428571,24.55411904151897,64.0,10.142857142857142,7.714285714285714,4.142857142857143,13.714285714285714,96.0,0,1,1,0
2018-09-16,96.0,82.0,18.0,6.0,3.0,13.0,9,6,0,86.0,134.0,112.0,87.33333333333333,91.28571428571429,110.57142857142857,18.35496559258819,69.14285714285714,11.857142857142858,7.714285714285714,3.857142857142857,13.428571428571429,117.0,0,1,1,0
2018-09-17,117.0,96.0,21.0,7.0,4.0,24.0,9,0,0,96.0,84.0,138.0,99.66666666666667,96.0,109.07142857142857,20.30599254736536,74.28571428571429,13.857142857142858,7.428571428571429,3.5714285714285716,13.857142857142858,135.0,0,1,1,0
2018-09-18,135.0,111.0,21.0,8.0,4.0,22.0,9,1,0,117.0,131.0,120.0,116.0,96.57142857142857,110.14285714285714,21.47756304346555,82.0,16.285714285714285,7.571428571428571,3.4285714285714284,14.714285714285714,140.0,0,1,1,0
2018-09-19,140.0,103.0,23.0,9.0,5.0,25.0,9,2,0,135.0,80.0,148.0,130.66666666666666,105.14285714285714,109.57142857142857,25.37996960485102,86.71428571428571,18.571428571428573,7.428571428571429,3.7142857142857144,17.0,137.0,0,1,1,0
2018-09-20,137.0,117.0,31.0,9.0,7.0,36.0,9,3,0,140.0,82.0,107.0,137.33333333333334,113.0,111.71428571428571,25.53429066961304,93.57142857142857,21.285714285714285,8.0,4.285714285714286,20.428571428571427,152.0,1,1,1,0
2018-09-21,152.0,76.0,23.0,4.0,6.0,17.0,9,4,0,137.0,80.0,125.0,143.0,123.28571428571429,113.64285714285714,24.506558888830025,94.71428571428571,22.142857142857142,7.142857142857143,4.714285714285714,21.142857142857142,108.0,0,1,1,0
2018-09-22,108.0,47.0,20.0,6.0,5.0,5.0,9,5,0,152.0,86.0,137.0,132.33333333333334,126.42857142857143,111.57142857142857,19.90692628925854,90.28571428571429,22.428571428571427,7.0,4.857142857142857,20.285714285714285,118.0,0,1,1,0
2018-09-23,118.0,53.0,19.0,4.0,4.0,20.0,9,6,0,108.0,96.0,134.0,126.0,129.57142857142858,110.42857142857143,15.565529682152352,86.14285714285714,22.571428571428573,6.714285714285714,5.0,21.285714285714285,102.0,0,1,1,0
2018-09-24,102.0,37.0,16.0,6.0,4.0,7.0,9,0,0,118.0,117.0,84.0,109.33333333333333,127.42857142857143,111.71428571428571,18.365340026418526,77.71428571428571,21.857142857142858,6.571428571428571,5.0,18.857142857142858,86.0,0,1,1,0
2018-09-25,86.0,43.0,15.0,5.0,4.0,7.0,9,1,0,102.0,135.0,131.0,102.0,120.42857142857143,108.5,23.592775326767274,68.0,21.0,6.142857142857143,5.0,16.714285714285715,80.0,0,1,1,0
2018-09-26,80.0,73.0,18.0,6.0,6.0,21.0,9,2,0,86.0,140.0,80.0,89.33333333333333,111.85714285714286,108.5,26.066764096766594,63.714285714285715,20.285714285714285,5.714285714285714,5.142857142857143,16.142857142857142,179.0,1,1,1,0
2018-09-27,179.0,112.0,24.0,5.0,12.0,22.0,9,3,0,80.0,137.0,82.0,115.0,117.85714285714286,115.42857142857143,35.82563593959593,63.0,19.285714285714285,5.142857142857143,5.857142857142857,14.142857142857142,152.0,1,1,1,0
2018-09-28,152.0,140.0,28.0,5.0,20.0,27.0,9,4,0,179.0,152.0,80.0,137.0,117.85714285714286,120.57142857142857,35.82563593959593,72.14285714285714,20.0,5.285714285714286,7.857142857142857,15.571428571428571,159.0,1,1,1,0
2018-09-29,159.0,159.0,29.0,5.0,12.0,33.0,9,5,0,152.0,108.0,86.0,163.33333333333334,125.14285714285714,125.78571428571429,38.5678128816822,88.14285714285714,21.285714285714285,5.142857142857143,8.857142857142858,19.571428571428573,210.0,1,1,1,0
2018-09-30,210.0,88.0,25.0,7.0,7.0,26.0,9,6,0,159.0,118.0,96.0,173.66666666666666,138.28571428571428,133.92857142857142,49.775208975670424,93.14285714285714,22.142857142857142,5.571428571428571,9.285714285714286,20.428571428571427,189.0,1,1,1,0
2018-10-01,189.0,107.0,29.0,4.0,8.0,26.0,10,0,0,210.0,102.0,117.0,186.0,150.71428571428572,139.07142857142858,50.065671158705484,103.14285714285714,24.0,5.285714285714286,9.857142857142858,23.142857142857142,144.0,0,1,1,0
2018-10-02,144.0,111.0,25.0,3.0,8.0,28.0,10,1,0,189.0,86.0,135.0,181.0,159.0,139.71428571428572,41.665333312001565,112.85714285714286,25.428571428571427,5.0,10.428571428571429,26.142857142857142,145.0,0,1,1,0
2018-10-03,145.0,109.0,30.0,5.0,10.0,32.0,10,2,0,144.0,80.0,140.0,159.33333333333334,168.28571428571428,140.07142857142858,25.058027893370397,118.0,27.142857142857142,4.857142857142857,11.0,27.714285714285715,136.0,0,1,1,0
2018-10-04,136.0,144.0,36.0,5.0,12.0,59.0,10,3,0,145.0,179.0,137.0,141.66666666666666,162.14285714285714,140.0,27.17491840790641,122.57142857142857,28.857142857142858,4.857142857142857,11.0,33.0,171.0,1,1,1,0
2018-10-05,171.0,174.0,40.0,7.0,14.0,40.0,10,4,0,136.0,152.0,152.0,150.66666666666666,164.85714285714286,141.35714285714286,26.940852321515333,127.42857142857143,30.571428571428573,5.142857142857143,10.142857142857142,34.857142857142854,183.0,1,1,1,0
2018-10-06,183.0,115.0,28.0,7.0,8.0,21.0,10,5,0,171.0,159.0,108.0,163.33333333333334,168.28571428571428,146.71428571428572,27.590543583595124,121.14285714285714,30.428571428571427,5.428571428571429,9.571428571428571,33.142857142857146,142.0,0,1,1,0
2018-10-07,142.0,127.0,32.0,6.0,8.0,32.0,10,6,0,183.0,210.0,118.0,165.33333333333334,158.57142857142858,148.42857142857142,21.82397109340787,126.71428571428571,31.428571428571427,5.285714285714286,9.714285714285714,34.0,155.0,1,1,1,0
2018-10-08,155.0,171.0,43.0,7.0,11.0,47.0,10,0,0,142.0,189.0,102.0,160.0,153.71428571428572,152.21428571428572,17.221249332485346,135.85714285714286,33.42857142857143,5.714285714285714,10.142857142857142,37.0,178.0,1,1,1,0
2018-10-09,178.0,146.0,43.0,9.0,14.0,59.0,10,1,0,155.0,144.0,86.0,158.33333333333334,158.57142857142858,158.78571428571428,18.751507875881227,140.85714285714286,36.0,6.571428571428571,11.0,41.42857142857143,170.0,1,-1,1,0
2018-10-10,170.0,140.0,36.0,6.0,11.0,31.0,10,2,0,178.0,145.0,80.0,167.66666666666666,162.14285714285714,165.21428571428572,18.105510868509185,145.28571428571428,36.857142857142854,6.714285714285714,11.142857142857142,41.285714285714285,161.0,1,1,1,0
2018-10-11,161.0,125.0,29.0,6.0,7.0,21.0,10,3,0,170.0,136.0,179.0,169.66666666666666,165.71428571428572,163.92857142857142,14.115172518898525,142.57142857142858,35.857142857142854,6.857142857142857,10.428571428571429,35.857142857142854,135.0,0,1,1,0
2018-10-12,135.0,115.0,35.0,8.0,8.0,34.0,10,4,0,161.0,171.0,152.0,155.33333333333334,160.57142857142858,162.71428571428572,17.91514389985647,134.14285714285714,35.142857142857146,7.0,9.571428571428571,35.0,136.0,0,1,1,0
2018-10-13,136.0,169.0,37.0,8.0,10.0,24.0,10,5,0,135.0,183.0,159.0,144.0,153.85714285714286,161.07142857142858,16.88617354947694,141.85714285714286,36.42857142857143,7.142857142857143,9.857142857142858,35.42857142857143,202.0,1,1,1,0
2018-10-14,202.0,131.0,32.0,6.0,9.0,30.0,10,6,0,136.0,142.0,210.0,157.66666666666666,162.42857142857142,160.5,23.712564481428277,142.42857142857142,36.42857142857143,7.142857142857143,10.0,35.142857142857146,162.0,1,1,1,0
2018-10-15,162.0,160.0,38.0,6.0,12.0,30.0,10,0,0,202.0,155.0,189.0,166.66666666666666,163.42857142857142,158.57142857142858,23.493666826456842,140.85714285714286,35.714285714285715,7.0,10.142857142857142,32.714285714285715,174.0,1,1,1,0
2018-10-16,174.0,215.0,52.0,7.0,19.0,78.0,10,1,0,162.0,178.0,144.0,179.33333333333334,162.85714285714286,160.71428571428572,23.12594914397467,150.71428571428572,37.0,6.714285714285714,10.857142857142858,35.42857142857143,194.0,1,-1,-1,0
2018-10-17,194.0,211.0,41.0,7.0,20.0,37.0,10,2,0,174.0,170.0,145.0,176.66666666666666,166.28571428571428,164.21428571428572,25.966095109551354,160.85714285714286,37.714285714285715,6.857142857142857,12.142857142857142,36.285714285714285,176.0,1,-1,1,0
2018-10-18,176.0,247.0,50.0,6.0,23.0,51.0,10,3,0,194.0,161.0,136.0,181.33333333333334,168.42857142857142,167.07142857142858,26.07589655127025,178.28571428571428,40.714285714285715,6.857142857142857,14.428571428571429,40.57142857142857,208.0,1,-1,-1,0
2018-10-19,208.0,201.0,41.0,8.0,10.0,47.0,10,4,0,176.0,135.0,171.0,192.66666666666666,178.85714285714286,169.71428571428572,25.056127470334825,190.57142857142858,41.57142857142857,6.857142857142857,14.714285714285714,42.42857142857143,199.0,1,-1,-1,0
2018-10-20,199.0,217.0,42.0,8.0,12.0,30.0,10,5,0,208.0,136.0,183.0,194.33333333333334,187.85714285714286,170.85714285714286,17.170018165676108,197.42857142857142,42.285714285714285,6.857142857142857,15.0,43.285714285714285,217.0,1,-1,-1,0
2018-10-21,217.0,175.0,43.0,7.0,12.0,27.0,10,6,0,199.0,202.0,142.0,208.0,190.0,176.21428571428572,19.941581348197683,203.71428571428572,43.857142857142854,7.0,15.428571428571429,42.857142857142854,195.0,1,-1,-1,0
2018-10-22,195.0,169.0,39.0,7.0,11.0,31.0,10,0,0,217.0,162.0,155.0,203.66666666666666,194.71428571428572,179.07142857142858,15.660079668960945,205.0,44.0,7.142857142857143,15.285714285714286,43.0,178.0,1,-1,-1,0
2018-10-23,178.0,201.0,43.0,8.0,15.0,39.0,10,1,0,195.0,174.0,178.0,196.66666666666666,195.28571428571428,179.07142857142858,14.829186151130118,203.0,42.714285714285715,7.285714285714286,14.714285714285714,37.42857142857143,190.0,1,-1,-1,0
2018-10-24,190.0,293.0,72.0,9.0,26.0,33.0,10,2,0,178.0,194.0,170.0,187.66666666666666,194.71428571428572,180.5,14.963447527387213,214.71428571428572,47.142857142857146,7.571428571428571,15.571428571428571,36.857142857142854,232.0,1,-1,-1,0
2018-10-25,232.0,273.0,69.0,10.0,23.0,41.0,10,3,0,190.0,176.0,161.0,200.0,202.71428571428572,185.57142857142858,17.96027362184441,218.42857142857142,49.857142857142854,8.142857142857142,15.571428571428571,35.42857142857143,221.0,1,-1,-1,0
2018-10-26,221.0,467.0,79.0,12.0,31.0,27.0,10,4,0,232.0,208.0,135.0,214.33333333333334,204.57142857142858,191.71428571428572,19.225479125866674,256.42857142857144,55.285714285714285,8.714285714285714,18.571428571428573,32.57142857142857,310.0,1,-1,-1,0
2018-10-27,310.0,356.0,75.0,10.0,36.0,68.0,10,5,0,221.0,199.0,136.0,254.33333333333334,220.42857142857142,204.14285714285714,43.85908170059083,276.2857142857143,60.0,9.0,22.0,38.0,274.0,1,-1,-1,1
2018-10-28,274.0,333.0,55.0,8.0,25.0,49.0,10,6,0,310.0,217.0,202.0,268.3333333333333,228.57142857142858,209.28571428571428,48.193558154789564,298.85714285714283,61.714285714285715,9.142857142857142,23.857142857142858,41.142857142857146,296.0,1,-1,-1,0
2018-10-29,296.0,440.0,52.0,8.0,23.0,51.0,10,0,0,274.0,195.0,162.0,293.3333333333333,243.0,218.85714285714286,51.47491298357552,337.57142857142856,63.57142857142857,9.285714285714286,25.571428571428573,44.0,356.0,1,-1,-1,0
2018-10-30,356.0,434.0,62.0,7.0,32.0,60.0,10,1,0,296.0,178.0,174.0,308.6666666666667,268.42857142857144,231.85714285714286,57.61324252535753,370.85714285714283,66.28571428571429,9.142857142857142,28.0,47.0,333.0,1,-1,-1,1
2018-10-31,333.0,324.0,76.0,6.0,35.0,26.0,10,2,0,356.0,190.0,194.0,328.3333333333333,288.85714285714283,241.78571428571428,50.021423981557774,375.2857142857143,66.85714285714286,8.714285714285714,29.285714285714285,46.0,274.0,1,-1,-1,1
2018-11-01,274.0,343.0,74.0,7.0,33.0,44.0,11,3,1,333.0,232.0,176.0,321.0,294.85714285714283,248.78571428571428,44.25090798099797,385.2857142857143,67.57142857142857,8.285714285714286,30.714285714285715,46.42857142857143,294.0,1,-1,-1,0
2018-11-02,294.0,264.0,61.0,8.0,17.0,37.0,11,4,1,274.0,221.0,208.0,300.3333333333333,305.2857142857143,254.92857142857142,30.368373272830492,356.2857142857143,65.0,7.714285714285714,28.714285714285715,47.857142857142854,249.0,1,-1,-1,0
2018-11-03,249.0,208.0,53.0,7.0,13.0,15.0,11,5,1,294.0,310.0,199.0,272.3333333333333,296.57142857142856,258.5,36.850405438098925,335.14285714285717,61.857142857142854,7.285714285714286,25.428571428571427,40.285714285714285,214.0,1,-1,-1,0
2018-11-04,214.0,108.0,32.0,7.0,6.0,47.0,11,6,1,249.0,274.0,217.0,252.33333333333334,288.0,258.2857142857143,48.20442579957338,303.0,58.57142857142857,7.142857142857143,22.714285714285715,40.0,164.0,1,-1,-1,0
2018-11-05,164.0,397.0,39.0,7.0,16.0,35.0,11,0,1,214.0,296.0,195.0,209.0,269.14285714285717,256.07142857142856,66.78929198463983,296.85714285714283,56.714285714285715,7.0,21.714285714285715,37.714285714285715,407.0,1,-1,-1,0
2018-11-06,407.0,197.0,35.0,7.0,9.0,31.0,11,1,1,164.0,356.0,178.0,261.6666666666667,276.42857142857144,272.42857142857144,79.42891401090861,263.0,52.857142857142854,7.0,18.428571428571427,33.57142857142857,247.0,1,-1,-1,1
2018-11-07,247.0,188.0,38.0,12.0,13.0,51.0,11,2,1,407.0,333.0,190.0,272.6666666666667,264.14285714285717,276.5,75.78792465696289,243.57142857142858,47.42857142857143,7.857142857142857,15.285714285714286,37.142857142857146,226.0,1,-1,-1,0
2018-11-08,226.0,361.0,72.0,21.0,21.0,44.0,11,3,1,247.0,274.0,232.0,293.3333333333333,257.2857142857143,276.07142857142856,76.91058506628376,246.14285714285714,47.142857142857146,9.857142857142858,13.571428571428571,37.142857142857146,322.0,1,-1,-1,0
2018-11-09,322.0,376.0,76.0,11.0,26.0,105.0,11,4,1,226.0,294.0,221.0,265.0,261.2857142857143,283.2857142857143,79.81168311660096,262.14285714285717,49.285714285714285,10.285714285714286,14.857142857142858,46.857142857142854,363.0,1,-1,-1,1
2018-11-10,363.0,342.0,88.0,7.0,29.0,31.0,11,5,1,322.0,249.0,310.0,303.6666666666667,277.57142857142856,287.07142857142856,88.08869988607495,281.2857142857143,54.285714285714285,10.285714285714286,17.142857142857142,49.142857142857146,342.0,1,-1,-1,1
2018-11-11,342.0,372.0,80.0,6.0,27.0,52.0,11,6,1,363.0,214.0,274.0,342.3333333333333,295.85714285714283,291.92857142857144,85.9523677615074,319.0,61.142857142857146,10.142857142857142,20.142857142857142,49.857142857142854,337.0,1,-1,-1,1
2018-11-12,337.0,478.0,86.0,6.0,30.0,63.0,11,0,1,342.0,164.0,296.0,347.3333333333333,320.57142857142856,294.85714285714283,63.715139861879685,330.57142857142856,67.85714285714286,10.0,22.142857142857142,53.857142857142854,377.0,1,-1,-1,1
2018-11-13,377.0,317.0,88.0,6.0,19.0,14.0,11,1,1,337.0,407.0,356.0,352.0,316.2857142857143,296.35714285714283,57.65331527245083,347.7142857142857,75.42857142857143,9.857142857142858,23.571428571428573,51.42857142857143,330.0,1,-1,-1,1
2018-11-14,330.0,138.0,59.0,5.0,12.0,67.0,11,2,1,377.0,247.0,333.0,348.0,328.14285714285717,296.14285714285717,48.89931346289723,340.57142857142856,78.42857142857143,8.857142857142858,23.428571428571427,53.714285714285715,201.0,1,-1,-1,1
2018-11-15,201.0,113.0,43.0,3.0,9.0,29.0,11,3,1,330.0,226.0,274.0,302.6666666666667,324.57142857142856,290.92857142857144,57.7201788599003,305.14285714285717,74.28571428571429,6.285714285714286,21.714285714285715,51.57142857142857,180.0,1,-1,-1,0
2018-11-16,180.0,144.0,28.0,5.0,6.0,34.0,11,4,1,201.0,322.0,294.0,237.0,304.2857142857143,282.7857142857143,79.58583267080041,272.0,67.42857142857143,5.428571428571429,18.857142857142858,41.42857142857143,230.0,1,-1,-1,0
2018-11-17,230.0,219.0,33.0,6.0,6.0,27.0,11,5,1,180.0,363.0,249.0,203.66666666666666,285.2857142857143,281.42857142857144,79.10691981049878,254.42857142857142,59.57142857142857,5.285714285714286,15.571428571428571,40.857142857142854,196.0,1,-1,-1,0
2018-11-18,196.0,127.0,60.0,3.0,11.0,28.0,11,6,1,230.0,342.0,214.0,202.0,264.42857142857144,280.14285714285717,80.8885182269545,219.42857142857142,56.714285714285715,4.857142857142857,13.285714285714286,37.42857142857143,183.0,1,-1,-1,0
2018-11-19,183.0,177.0,61.0,4.0,11.0,22.0,11,0,1,196.0,337.0,164.0,203.0,242.42857142857142,281.5,78.77575164743949,176.42857142857142,53.142857142857146,4.571428571428571,10.571428571428571,31.571428571428573,226.0,1,-1,-1,0
2018-11-20,226.0,246.0,67.0,5.0,15.0,32.0,11,1,1,183.0,377.0,407.0,201.66666666666666,220.85714285714286,268.57142857142856,51.86015995421012,166.28571428571428,50.142857142857146,4.428571428571429,10.0,34.142857142857146,275.0,1,-1,-1,0
2018-11-21,275.0,228.0,49.0,5.0,15.0,46.0,11,2,1,226.0,330.0,247.0,228.0,213.0,270.57142857142856,33.47635981803805,179.14285714285714,48.714285714285715,4.428571428571429,10.428571428571429,31.142857142857142,270.0,1,-1,-1,0
2018-11-22,270.0,202.0,65.0,9.0,25.0,23.0,11,3,1,275.0,201.0,226.0,257.0,222.85714285714286,273.7142857142857,39.048809505663385,191.85714285714286,51.857142857142854,5.285714285714286,12.714285714285714,30.285714285714285,201.0,1,-1,-1,0
2018-11-23,201.0,252.0,59.0,8.0,21.0,26.0,11,4,1,270.0,180.0,322.0,248.66666666666666,225.85714285714286,265.07142857142856,35.886063085961105,207.28571428571428,56.285714285714285,5.714285714285714,14.857142857142858,29.142857142857142,274.0,1,-1,-1,0
2018-11-24,274.0,133.0,34.0,7.0,9.0,21.0,11,5,1,201.0,230.0,363.0,248.33333333333334,232.14285714285714,258.7142857142857,40.31306062733143,195.0,56.42857142857143,5.857142857142857,15.285714285714286,28.285714285714285,177.0,1,-1,-1,0
2018-11-25,177.0,163.0,49.0,7.0,15.0,56.0,11,6,1,274.0,196.0,342.0,217.33333333333334,229.42857142857142,246.92857142857142,43.65339674778008,200.14285714285714,54.857142857142854,6.428571428571429,15.857142857142858,32.285714285714285,202.0,1,-1,-1,0
2018-11-26,202.0,258.0,71.0,14.0,26.0,33.0,11,0,1,177.0,183.0,337.0,217.66666666666666,232.14285714285714,237.28571428571428,40.78164853390431,211.71428571428572,56.285714285714285,7.857142857142857,18.0,33.857142857142854,276.0,1,-1,-1,0
2018-11-27,276.0,240.0,92.0,7.0,34.0,16.0,11,1,1,202.0,226.0,377.0,218.33333333333334,239.28571428571428,230.07142857142858,43.79388954985374,210.85714285714286,59.857142857142854,8.142857142857142,20.714285714285715,31.571428571428573,252.0,1,-1,-1,0
2018-11-28,252.0,202.0,80.0,9.0,27.0,9.0,11,2,1,276.0,275.0,330.0,243.33333333333334,236.0,224.5,41.46886382174824,207.14285714285714,64.28571428571429,8.714285714285714,22.428571428571427,26.285714285714285,234.0,1,-1,-1,0
2018-11-29,234.0,273.0,73.0,9.0,29.0,9.0,11,3,1,252.0,270.0,201.0,254.0,230.85714285714286,226.85714285714286,38.688622666225385,217.28571428571428,65.42857142857143,8.714285714285714,23.0,24.285714285714285,284.0,1,-1,-1,0
2018-11-30,284.0,224.0,53.0,12.0,17.0,22.0,11,4,1,234.0,201.0,180.0,256.6666666666667,242.71428571428572,234.28571428571428,40.68052066904725,213.28571428571428,64.57142857142857,9.285714285714286,22.428571428571427,23.714285714285715,266.0,1,-1,-1,0
2018-12-01,266.0,183.0,48.0,12.0,17.0,27.0,12,5,1,284.0,274.0,230.0,261.3333333333333,241.57142857142858,236.85714285714286,39.756999982632856,220.42857142857142,66.57142857142857,10.0,23.571428571428573,24.571428571428573,219.0,1,-1,-1,0
2018-12-02,219.0,227.0,79.0,12.0,30.0,51.0,12,6,1,266.0,177.0,196.0,256.3333333333333,247.57142857142858,238.5,30.473251346370237,229.57142857142858,70.85714285714286,10.714285714285714,25.714285714285715,23.857142857142858,238.0,1,-1,-1,0
2018-12-03,238.0,282.0,77.0,12.0,36.0,29.0,12,0,1,219.0,202.0,183.0,241.0,252.71428571428572,242.42857142857142,23.80976190357137,233.0,71.71428571428571,10.428571428571429,27.142857142857142,23.285714285714285,258.0,1,-1,-1,0
2018-12-04,258.0,387.0,96.0,10.0,46.0,13.0,12,1,1,238.0,276.0,226.0,238.33333333333334,250.14285714285714,244.71428571428572,21.759508047660287,254.0,72.28571428571429,10.857142857142858,28.857142857142858,22.857142857142858,356.0,1,-1,-1,0
2018-12-05,356.0,249.0,71.0,11.0,31.0,19.0,12,2,1,258.0,252.0,275.0,284.0,265.0,250.5,45.63989482897577,260.7142857142857,71.0,11.142857142857142,29.428571428571427,24.285714285714285,266.0,1,-1,-1,1
2018-12-06,266.0,361.0,81.0,9.0,42.0,18.0,12,3,1,356.0,234.0,270.0,293.3333333333333,269.57142857142856,250.21428571428572,43.5731459458576,273.2857142857143,72.14285714285714,11.142857142857142,31.285714285714285,25.571428571428573,304.0,1,-1,-1,0
2018-12-07,304.0,196.0,20.0,12.0,16.0,21.0,12,4,1,266.0,284.0,201.0,308.6666666666667,272.42857142857144,257.57142857142856,45.2984810004964,269.2857142857143,67.42857142857143,11.142857142857142,31.142857142857142,25.428571428571427,252.0,1,-1,-1,1
2018-12-08,252.0,276.0,40.0,11.0,22.0,30.0,12,5,1,304.0,266.0,274.0,274.0,270.42857142857144,256.0,45.934217974755356,282.57142857142856,66.28571428571429,11.0,31.857142857142858,25.857142857142858,279.0,1,-1,-1,0
2018-12-09,279.0,308.0,25.0,12.0,28.0,30.0,12,6,1,252.0,219.0,177.0,278.3333333333333,279.0,263.2857142857143,39.945796608236584,294.14285714285717,58.57142857142857,11.0,31.571428571428573,22.857142857142858,294.0,1,-1,-1,0
2018-12-10,294.0,335.0,41.0,8.0,27.0,32.0,12,0,1,279.0,238.0,202.0,275.0,287.0,269.85714285714283,35.753787678136355,301.7142857142857,53.42857142857143,10.428571428571429,30.285714285714285,23.285714285714285,316.0,1,-1,-1,0
2018-12-11,316.0,312.0,72.0,7.0,26.0,28.0,12,1,1,294.0,258.0,276.0,296.3333333333333,295.2857142857143,272.7142857142857,34.61557590504597,291.0,50.0,10.0,27.428571428571427,25.428571428571427,308.0,1,-1,-1,1
2018-12-12,308.0,299.0,57.0,13.0,19.0,30.0,12,2,1,316.0,356.0,252.0,306.0,288.42857142857144,276.7142857142857,23.57864247475455,298.14285714285717,48.0,10.285714285714286,25.714285714285715,27.0,289.0,1,-1,-1,1
2018-12-13,289.0,108.0,37.0,18.0,11.0,16.0,12,3,1,308.0,266.0,234.0,304.3333333333333,291.7142857142857,280.64285714285717,21.437617138370122,262.0,41.714285714285715,11.571428571428571,21.285714285714285,26.714285714285715,179.0,1,-1,-1,0
2018-12-14,179.0,111.0,38.0,13.0,9.0,17.0,12,4,1,289.0,304.0,284.0,258.6666666666667,273.85714285714283,273.14285714285717,46.68843029926655,249.85714285714286,44.285714285714285,11.714285714285714,20.285714285714285,26.142857142857142,186.0,1,-1,-1,0
2018-12-15,186.0,119.0,37.0,14.0,9.0,17.0,12,5,1,179.0,252.0,266.0,218.0,264.42857142857144,267.42857142857144,57.29705385927225,227.42857142857142,43.857142857142854,12.142857142857142,18.428571428571427,24.285714285714285,190.0,1,-1,-1,0
2018-12-16,190.0,134.0,39.0,15.0,10.0,20.0,12,6,1,186.0,279.0,219.0,185.0,251.71428571428572,265.35714285714283,63.104976786606024,202.57142857142858,45.857142857142854,12.571428571428571,15.857142857142858,22.857142857142858,202.0,1,-1,-1,0
2018-12-17,202.0,176.0,48.0,15.0,17.0,19.0,12,0,1,190.0,294.0,238.0,192.66666666666666,238.57142857142858,262.7857142857143,62.406883014768994,179.85714285714286,46.857142857142854,13.571428571428571,14.428571428571429,21.0,233.0,1,-1,-1,0
2018-12-18,233.0,215.0,48.0,9.0,15.0,27.0,12,1,1,202.0,316.0,258.0,208.33333333333334,226.71428571428572,261.0,52.31224931668937,166.0,43.42857142857143,13.857142857142858,12.857142857142858,20.857142857142858,261.0,1,-1,-1,0
2018-12-19,261.0,212.0,43.0,8.333333333333334,17.0,25.0,12,2,1,233.0,308.0,356.0,232.0,220.0,254.21428571428572,42.17424174382651,153.57142857142858,41.42857142857143,13.19047619047619,12.571428571428571,20.142857142857142,260.0,1,-1,1,0
2018-12-20,260.0,306.0,57.0,7.666666666666667,26.0,27.0,12,3,1,261.0,289.0,266.0,251.33333333333334,215.85714285714286,253.78571428571428,35.09714409762685,181.85714285714286,44.285714285714285,11.714285714285714,14.714285714285714,21.714285714285715,326.0,1,-1,-1,0
2018-12-21,326.0,256.0,49.0,7.0,20.0,27.0,12,4,1,260.0,179.0,304.0,282.3333333333333,236.85714285714286,255.35714285714286,50.12793157322115,202.57142857142858,45.857142857142854,10.857142857142858,16.285714285714285,23.142857142857142,310.0,1,-1,-1,1
2018-12-22,310.0,445.0,71.0,18.0,33.0,22.0,12,5,1,326.0,186.0,252.0,298.6666666666667,254.57142857142858,259.5,51.06158746343181,249.14285714285714,50.714285714285715,11.428571428571429,19.714285714285715,23.857142857142858,399.0,1,-1,-1,1
2018-12-23,399.0,563.0,90.0,15.0,50.0,83.0,12,6,1,310.0,190.0,279.0,345.0,284.42857142857144,268.07142857142856,65.94658733363163,310.42857142857144,58.0,11.428571428571429,25.428571428571427,32.857142857142854,467.0,1,-1,-1,1
2018-12-24,467.0,493.0,86.0,13.0,42.0,18.0,12,0,1,399.0,202.0,294.0,392.0,322.2857142857143,280.42857142857144,84.26093259574456,355.7142857142857,63.42857142857143,11.142857142857142,29.0,32.714285714285715,425.0,1,-1,-1,1
